iGrID,RAJ2000,DEJ2000,z,logLtot,logLobs,logMtot,logMstar,NMstar,logMdyn,sigma,Rad,angRad,DL,Ntot
21713,317.49295044,-25.12903023,0.0283781,11.12723,10.89941,12.19701,,0,,,,,119.3601,1
29029,318.89898682,-25.39368057,0.0484576,12.0376,11.29906,12.91086,,0,,,,,207.228,1
25537,318.89370728,-25.06451988,0.0333328,11.33749,11.01207,12.35196,,0,,,,,140.7734,1
28058,319.56640625,-23.93950081,0.0293672,11.09382,10.84948,12.16371,,0,,,,,123.621,1
3809,316.81784058,-25.46895981,0.0357433,12.59328,12.2093,14.17658,12.03207,4,11.477,435.3369,226.9189,0.092213,151.2541,7
18282,316.43276978,-25.23781967,0.038886,11.9964,11.53328,13.30781,,0,10.503,168.4809,160.8589,0.060293,164.9809,2
17626,315.47271729,-24.61981964,0.0362624,11.85395,11.45761,13.23208,,0,10.7245,442.4112,38.85,0.01557,153.5166,2
25154,316.60720825,-24.41267014,0.0363078,11.47574,11.07848,12.45867,,0,,,,,153.7147,1
25066,316.54293823,-24.34680939,0.0465004,11.97296,11.29496,12.86035,,0,,,,,198.5352,1
13811,316.78686523,-24.04442024,0.0373959,11.68201,11.25686,12.63816,,0,,,,,158.4638,1
11064,317.57550049,-24.2260704,0.0374504,11.77832,11.35153,12.72528,11.4466,1,,,,,158.7019,1
17947,318.83279419,-23.10687065,0.0344834,11.89951,11.54661,13.28962,11.15226,1,11.2077,254.8975,356.0889,0.149781,145.7708,3
14064,317.34265137,-23.24949074,0.0282803,11.27078,11.04456,12.32016,10.78901,1,,,,,118.939,1
16349,317.06668091,-23.26045036,0.0362973,12.03854,11.64161,13.42498,11.14796,1,11.4696,265.7692,598.5839,0.239678,153.6689,3
6779,317.91342163,-23.17161942,0.0328326,12.49346,12.17904,14.22887,11.62611,4,11.639,623.4568,160.6794,0.070854,138.6039,10
3054,317.36151123,-22.87848091,0.0370453,12.15313,11.7374,13.07091,,0,,,,,156.9324,1
11974,317.79266357,-22.10964012,0.0325958,11.58445,11.27448,12.57436,11.29813,1,,,,,137.5773,1
6884,312.96044922,-26.29891014,0.01938,11.04512,10.9469,12.17574,,0,,,,,80.9132,1
5286,312.44683838,-25.69869041,0.0190026,11.057,10.9628,12.18758,10.88957,1,,,,,79.3133,1
15384,313.47521973,-25.47253036,0.0190693,10.87752,10.78265,12.04039,,0,,,,,79.596,1
18559,313.4934082,-25.32057953,0.0391688,11.69046,11.22011,12.63714,,0,,,,,166.2197,1
9356,312.95928955,-25.22344017,0.0398235,11.91712,11.42928,12.8405,,0,,,,,169.0896,1
17740,311.69232178,-24.28528023,0.0412478,11.81281,11.28556,12.7383,10.68217,1,,,,,175.344,1
13911,310.53570557,-24.21558952,0.0184094,10.74109,10.65312,11.93609,10.74975,1,,,,,76.7999,1
4306,311.65512085,-23.63047981,0.0192512,11.15396,11.05699,12.26782,10.97708,1,,,,,80.3671,1
17270,311.28936768,-22.89875984,0.040992,11.84753,11.32718,12.77121,,0,,,,,174.2197,1
7479,311.83691406,-22.54018974,0.0250104,11.68901,11.51751,13.08658,10.16009,1,10.3754,180.1361,104.8856,0.060187,104.9043,3
28623,315.68768311,-22.98870087,0.0341952,11.30438,10.95828,12.31878,11.05362,1,,,,,144.5184,1
24797,314.44937134,-23.25164032,0.0742222,13.325,11.69131,13.95027,,0,,,,,324.3235,1
28057,315.10284424,-22.60269928,0.0432092,11.85898,11.27699,12.77117,11.34556,1,,,,,183.9806,1
20957,315.40270996,-22.1081295,0.0406408,11.76146,11.25117,12.69444,10.62765,1,,,,,172.6769,1
8618,316.59970093,-21.67015076,0.0272252,11.33982,11.13296,12.38566,11.22903,1,,,,,114.4021,1
3803,316.2322998,-21.73057938,0.0281069,11.98472,11.76174,13.25834,11.68765,3,9.5014,42.4192,252.8179,0.129543,118.1931,3
16735,313.91622925,-22.0641098,0.0334776,11.44138,11.11305,12.44245,11.20859,1,,,,,141.4018,1
21345,312.9871521,-22.4570694,0.0229493,10.86341,10.72088,12.00869,,0,,,,,96.0966,1
30268,312.98773193,-21.9534893,0.046212,11.90823,11.23934,12.80231,10.90308,1,,,,,197.2569,1
19088,312.55541992,-22.01065063,0.0252857,11.35954,11.18352,12.80177,11.1452,2,10.6581,154.0533,274.9831,0.156124,106.0832,2
25783,312.46151733,-22.08065033,0.0359272,11.47064,11.08259,12.45604,10.75048,1,,,,,152.0554,1
19712,314.8447876,-21.31394005,0.041199,11.86783,11.34184,12.78878,11.4366,1,,,,,175.1293,1
14436,314.996521,-20.12792015,0.0274839,11.2682,11.05628,12.32212,10.95821,1,,,,,115.514,1
4615,314.61889648,-19.98142052,0.0282734,11.59417,11.36807,12.60548,11.27041,1,,,,,118.9094,1
22915,315.13595581,-19.62829971,0.0275047,11.05808,10.84583,12.14359,10.9418,1,,,,,115.6032,1
24262,326.59307861,-29.32250977,0.0461694,11.94211,11.27429,12.83356,10.86011,1,,,,,197.0681,1
5033,325.63604736,-29.36739922,0.0226887,11.27226,11.13371,12.35105,11.22974,1,,,,,94.9851,1
28402,328.31283569,-27.95743942,0.0305487,11.17631,10.90934,12.2273,10.63143,1,,,,,128.7194,1
27091,327.97134399,-27.42163086,0.0307374,11.46172,11.19081,12.90278,10.71161,1,11.0957,241.1718,307.3091,0.144413,129.535,2
31141,324.57025146,-27.55787086,0.0290573,11.13248,10.89312,12.19789,,0,,,,,122.2853,1
15562,324.15652466,-27.72522926,0.0179576,10.69559,10.6114,11.90331,,0,,,,,74.8875,1
23703,323.6880188,-27.43209076,0.0657102,12.95558,11.63615,13.66996,,0,,,,,285.0837,1
31468,324.80715942,-26.77544975,0.0297503,11.06005,10.80828,12.13347,,0,,,,,125.2729,1
2937,325.12277222,-26.52795029,0.0103272,10.63945,10.60286,11.89131,,0,,,,,42.799,1
31072,326.93099976,-26.1385994,0.029422,11.09255,10.84735,12.16236,,0,,,,,123.8572,1
5384,325.91052246,-25.35160065,0.010612,10.53554,10.49747,11.81359,,0,,,,,43.9896,1
22194,329.79263306,-25.7569809,0.0625466,12.81765,11.60866,13.5612,,0,,,,,270.6404,1
17793,329.23626709,-25.35051918,0.0282119,11.19584,10.97101,12.25614,10.91395,1,,,,,118.6449,1
23312,330.26773071,-25.26161957,0.0293024,11.18093,10.93772,12.23772,10.90978,1,,,,,123.3415,1
9435,329.56344604,-24.88846016,0.0297356,11.43194,11.1805,12.45336,11.27611,1,,,,,125.2097,1
4779,330.12765503,-24.63261986,0.0075825,10.34803,10.32617,11.68151,,0,,,,,31.3537,1
28436,327.61184692,-23.99504089,0.0487588,12.09521,11.34704,12.96248,,0,,,,,208.5685,1
16604,327.61022949,-23.76837921,0.0275406,11.15493,10.94213,12.22485,,0,,,,,115.7579,1
28853,328.55905151,-23.48424911,0.0307832,11.17132,10.89959,12.22184,,0,,,,,129.7326,1
29068,323.58779907,-26.87788963,0.0654509,12.89808,11.58713,13.62064,,0,,,,,283.897,1
20774,323.36495972,-26.88921928,0.0523808,12.40861,11.54166,13.23438,,0,,,,,224.7378,1
15656,323.95584106,-25.99702072,0.0293641,11.32316,11.07888,12.35992,,0,,,,,123.6074,1
19491,323.83050537,-25.94553947,0.0534538,12.43276,11.53085,13.25181,,0,,,,,229.5463,1
23674,323.4727478,-25.81417084,0.0649658,12.85084,11.55657,13.58093,,0,,,,,281.6785,1
11936,323.84735107,-25.17108917,0.0539251,12.58416,11.66617,13.3876,,0,,,,,231.6612,1
15630,325.05102539,-24.80653,0.0410577,11.88595,11.36369,12.80603,,0,,,,,174.5081,1
20579,325.81335449,-24.28862,0.0308594,11.25468,10.98144,12.29283,,0,,,,,130.0621,1
19246,322.46276855,-24.55043983,0.0379159,11.62987,11.1916,12.58855,11.28646,1,,,,,160.7362,1
17328,323.65551758,-24.21578979,0.0541192,12.56997,11.64573,13.37391,,0,,,,,232.5329,1
7354,323.11474609,-23.94841003,0.0642671,13.32968,12.06165,13.99234,,0,,,,,278.486,1
6855,324.20300293,-22.80541039,0.0270304,11.41251,11.20899,12.45041,,0,,,,,113.5656,1
27649,322.73690796,-23.8217392,0.0631647,12.8557,11.62401,13.5924,,0,,,,,273.4565,1
13912,323.08395386,-23.10275078,0.0334942,11.54471,11.216,12.53421,10.75425,1,,,,,141.474,1
19941,322.37625122,-23.11556053,0.0325996,11.37654,11.06657,12.38985,10.85639,1,,,,,137.5936,1
27238,323.20736694,-22.85699081,0.0540111,12.30033,11.37904,13.12806,,0,,,,,232.0474,1
3310,324.96429443,-22.47369003,0.0315354,12.53802,12.25111,14.15979,11.36291,1,11.398,360.5194,275.8356,0.126455,132.9853,10
23552,324.85888672,-22.43354034,0.0548852,12.41232,11.46234,13.22698,,0,,,,,235.9749,1
22826,325.28451538,-21.48315048,0.0485435,12.0868,11.34477,12.95571,,0,,,,,207.6102,1
26842,324.58352661,-21.31835938,0.0335648,11.34732,11.01707,12.35936,,0,,,,,141.7804,1
19942,325.48266602,-20.7854805,0.0331563,11.3928,11.07115,12.40128,,0,,,,,140.0075,1
19064,326.31460571,-19.9946804,0.0576648,12.62065,11.57766,13.40476,,0,,,,,248.5008,1
30470,332.18313599,-24.10741997,0.0549726,12.37854,11.42568,13.19568,11.14341,1,,,,,236.3678,1
14171,332.87918091,-22.95285988,0.0162607,10.67713,10.60777,11.89758,10.50126,1,,,,,67.7168,1
31002,331.50582886,-22.70414925,0.0571011,12.46076,11.43712,13.26187,10.83832,1,,,,,245.9558,1
10486,332.6416626,-22.65600967,0.030429,11.61529,11.3504,12.61322,,0,,,,,128.2028,1
4709,333.35955811,-22.09670067,0.0166633,11.16318,11.09055,12.53052,10.28572,1,9.1703,32.0,207.2542,0.176815,69.4162,2
9436,330.7638855,-22.51675034,0.0721862,13.62011,12.06122,14.19124,,0,,,,,314.8869,1
14514,330.46401978,-22.4856205,0.0165133,10.83623,10.76491,12.39297,9.76477,1,10.4828,133.2629,245.4215,0.211241,68.7829,2
14116,330.47409058,-22.43346977,0.0654235,13.13253,11.82259,13.82342,,0,,,,,283.7717,1
22354,331.03796387,-22.04109001,0.0541314,12.41171,11.48714,13.22964,,0,,,,,232.5875,1
12946,330.40820312,-21.51116943,0.0163421,10.64504,10.57499,11.87284,10.67167,1,,,,,68.0604,1
23907,331.58700562,-21.06874084,0.0584371,12.7092,11.64085,13.48126,,0,,,,,251.9913,1
29873,331.86260986,-20.84280014,0.0230573,10.86541,10.72126,12.00971,,0,,,,,96.5571,1
14339,332.64328003,-20.80410004,0.059987,12.82889,11.70676,13.58157,11.79976,1,,,,,259.0099,1
30678,332.43911743,-20.8642807,0.0776301,13.40598,11.64531,14.00345,,0,,,,,340.19,1
193,330.66592407,-20.81282043,0.0076999,11.22891,11.20644,12.36934,11.30357,1,,,,,31.8425,1
26425,331.19836426,-20.20185089,0.0563956,12.46613,11.46576,13.26973,,0,,,,,242.7743,1
28167,334.84683228,-21.42098045,0.0254506,10.89744,10.7193,12.02272,10.10691,1,,,,,106.7894,1
12916,334.16726685,-21.48594093,0.0307701,11.50821,11.23672,12.51562,11.05273,1,,,,,129.6762,1
1373,334.12121582,-21.43069077,0.0076748,10.61584,10.59346,11.87378,10.06984,1,,,,,31.738,1
1837,334.76525879,-20.93991089,0.0156744,11.17976,11.11464,12.30753,,0,,,,,65.2438,1
30635,335.37207031,-20.4148407,0.0636577,12.77046,11.52263,13.51478,11.357,1,,,,,275.7046,1
24087,335.0135498,-20.31481934,0.0502878,12.18469,11.38692,13.03799,10.52806,1,,,,,215.3826,1
18634,335.5116272,-19.57307053,0.0231949,10.94,10.7941,12.06917,10.25319,1,,,,,97.1446,1
4106,335.62960815,-18.86968994,0.0229909,11.60907,11.46589,12.86859,11.56181,2,8.4422,32.0,38.7685,0.024146,96.2739,2
24970,333.30279541,-19.75901985,0.0605036,12.66877,11.52934,13.43642,,0,,,,,261.3536,1
30580,334.14447021,-18.80744934,0.041952,11.68959,11.1424,12.623,10.67643,1,,,,,178.4416,1
22665,335.24276733,-18.12693024,0.0153252,10.41197,10.34909,11.70789,,0,,,,,63.772,1
30270,334.11279297,-18.43795013,0.0610741,12.74085,11.58272,13.49876,11.06465,1,,,,,263.9435,1
27896,327.93112183,-20.91729927,0.0316907,11.21605,10.92553,12.25535,,0,,,,,133.6574,1
11317,329.59356689,-20.10403061,0.0567463,12.78362,11.77164,13.55483,,0,,,,,244.3551,1
1931,330.7364502,-20.47129059,0.0048627,10.34712,10.33797,11.97157,10.42282,3,10.2671,213.4773,58.2003,0.167828,20.063,3
22121,330.17529297,-19.80998039,0.0561767,12.56338,11.57158,13.35916,11.33707,1,,,,,241.7875,1
8409,330.96356201,-19.88105011,0.0167098,10.78674,10.71385,11.98021,10.41103,1,,,,,69.6126,1
19172,331.02886963,-19.68530083,0.0354723,11.59401,11.21696,12.56841,11.31215,1,,,,,150.0737,1
21171,331.10592651,-19.59633064,0.0314859,11.36246,11.07662,12.38323,,0,,,,,132.7713,1
20192,330.02246094,-19.20429039,0.0572185,12.61286,11.58502,13.39959,,0,,,,,246.4856,1
16193,330.39938354,-19.39447021,0.0578754,12.64479,11.59522,13.42568,11.13392,1,,,,,249.4521,1
398,330.59008789,-18.91650009,0.0077558,10.99169,10.96904,12.1699,,0,,,,,32.0749,1
25405,327.640625,-20.33880997,0.0662067,12.96987,11.63141,13.68046,,0,,,,,287.3572,1
10221,327.02462769,-18.86034012,0.0325303,11.56804,11.2596,12.55999,,0,,,,,137.2933,1
11640,329.9256897,-17.80060005,0.0353169,11.68766,11.31436,12.65359,,0,,,,,149.3974,1
25309,331.9597168,-18.24584961,0.0813831,13.67071,11.77365,14.19587,,0,,,,,357.7681,1
22552,330.81915283,-17.94458008,0.0502126,12.20888,11.41389,13.06058,,0,,,,,215.047,1
6970,333.10369873,-17.71931076,0.0150611,10.7681,10.70697,11.9734,,0,,,,,62.6596,1
25651,332.99832153,-17.58418083,0.0428457,11.75827,11.18644,12.68106,10.79087,1,,,,,182.3777,1
6689,333.55496216,-17.07406044,0.0135659,10.68855,10.63679,11.91836,,0,,,,,56.3699,1
1346,332.54879761,-16.6609993,0.0044869,10.154,10.14654,11.52522,,0,,,,,18.5069,1
18216,333.2746582,-16.64154053,0.043346,11.93351,11.34726,12.83876,10.74392,1,,,,,184.5838,1
19002,329.57693481,-17.17616081,0.0173266,10.61751,10.53938,11.84731,,0,,,,,72.2188,1
6772,329.85873413,-16.51231956,0.0164589,10.84953,10.77858,12.0311,,0,,,,,68.5532,1
26802,330.40539551,-15.91277981,0.0527903,12.30299,11.4228,13.13577,11.08142,1,,,,,226.5722,1
8574,332.15164185,-15.04736042,0.016497,10.78436,10.71309,11.97938,10.22775,1,,,,,68.7143,1
28694,320.76000977,-22.5012207,0.0312528,11.21139,10.93006,12.25361,10.68194,1,,,,,131.7628,1
31035,320.6890564,-22.28793907,0.0537279,12.27774,11.36677,13.10852,11.46036,1,,,,,230.7764,1
9434,321.76174927,-22.99209023,0.0308193,11.82749,11.55502,13.1909,11.3638,2,10.351,196.8381,83.045,0.038925,129.889,3
21834,321.48175049,-22.76008034,0.0347171,11.55709,11.19897,12.5391,10.78942,1,,,,,146.7874,1
6670,321.68103027,-21.8329792,0.0357878,11.99432,11.60948,13.38653,11.15035,1,11.1054,459.1958,86.6895,0.035186,151.448,2
24141,322.08496094,-21.76679993,0.0351123,11.46383,11.09556,12.45408,11.19088,1,,,,,148.5068,1
2475,322.40600586,-21.1956501,0.0342272,12.06081,11.71393,13.00005,,0,,,,,144.6572,1
9006,319.27655029,-23.12150002,0.0292047,11.50634,11.26465,12.52208,11.3596,1,,,,,122.9205,1
12095,319.47732544,-23.03594017,0.0355472,11.66498,11.28575,12.63194,11.38103,1,,,,,150.4001,1
7300,319.36801147,-22.81611061,0.0259123,11.86831,11.68332,13.28263,11.70978,3,10.8227,255.5159,146.0067,0.08095,108.7678,4
30102,319.47955322,-22.77338982,0.0511856,12.25275,11.42552,13.09662,,0,,,,,219.3917,1
12402,319.52294922,-22.66397095,0.0350362,11.66425,11.29818,12.63384,,0,,,,,148.1756,1
11729,319.06011963,-22.23446083,0.0263495,11.57967,11.38769,12.95743,11.3779,2,10.1433,120.069,138.3659,0.075478,110.6428,3
11001,318.78210449,-22.29191017,0.0371263,11.76428,11.34608,12.7141,11.44111,1,,,,,157.2865,1
21319,320.79602051,-21.08263016,0.0629941,12.93051,11.706,13.65886,,0,,,,,272.6789,1
24884,320.83755493,-20.21512032,0.0630288,13.10275,11.87693,14.28622,,0,11.837,438.5297,512.3652,0.121587,272.837,2
27617,320.72390747,-19.89723969,0.0407303,11.64613,11.13369,12.58956,11.22854,1,,,,,173.07,1
30579,324.31820679,-21.00197983,0.0627801,12.73065,11.51452,13.48274,,0,,,,,271.704,1
19758,323.83413696,-20.94599915,0.0336534,11.43439,11.10198,12.43539,,0,,,,,142.165,1
14567,324.22573853,-20.34371948,0.0344858,11.81768,11.46469,13.12343,,0,10.098,88.0747,231.6329,0.097425,145.7816,2
9771,323.5352478,-20.47101021,0.031367,11.51624,11.2328,12.51968,11.32838,1,,,,,132.2567,1
31327,324.6361084,-20.32523918,0.0625376,12.73153,11.52328,13.4845,11.26112,1,,,,,270.5995,1
20748,325.5307312,-19.07762909,0.0341922,11.80805,11.46204,13.03914,10.56881,1,9.216,32.0,230.2508,0.097643,144.5054,2
26373,320.80410767,-19.60666084,0.0416705,11.73212,11.19283,12.66287,,0,,,,,177.2027,1
26901,320.65856934,-19.47430038,0.0388398,11.56705,11.10498,12.52762,,0,,,,,164.7786,1
17431,323.89224243,-19.03104019,0.0373991,11.70126,11.27604,12.65556,,0,,,,,158.4776,1
28363,317.76757812,-21.7557106,0.0374805,11.51291,11.08557,12.48592,10.73889,1,,,,,158.8332,1
29426,317.87173462,-21.05101967,0.0309412,11.28392,11.00908,12.31766,10.9632,1,,,,,130.4154,1
14927,318.24118042,-20.5391407,0.0305061,11.40371,11.13752,12.42448,11.23324,1,,,,,128.5355,1
15525,317.46337891,-20.89860916,0.0402024,11.88007,11.38205,12.80475,11.38851,1,,,,,170.752,1
9744,317.80554199,-20.48586082,0.0285559,11.38965,11.15897,12.42228,10.70309,1,,,,,120.1256,1
3696,317.99331665,-19.79380035,0.0309216,11.87831,11.60387,13.1305,11.60418,1,9.0688,51.6233,63.043,0.029455,130.331,2
20527,320.02261353,-19.83444977,0.0409258,11.76149,11.24305,12.6931,,0,,,,,173.9288,1
27688,318.93930054,-19.37953949,0.0401411,11.63332,11.13691,12.58085,11.22635,1,,,,,170.4829,1
24633,317.3392334,-19.29953003,0.0302366,11.13633,10.87581,12.19499,10.97143,1,,,,,127.372,1
28094,321.75119019,-17.18556976,0.0366893,11.48597,11.07929,12.46585,,0,,,,,155.3787,1
15324,320.7583313,-15.9851799,0.0429922,12.01608,11.44068,12.91621,11.03906,1,,,,,183.0235,1
19034,319.55368042,-15.81768036,0.04264,12.11168,11.5456,13.35609,,0,9.8641,134.4368,58.0232,0.019915,181.471,2
26903,326.18728638,-18.78403091,0.0493642,12.07619,11.30849,12.94228,,0,,,,,211.2645,1
24484,325.74511719,-18.82383919,0.0588007,12.59368,11.51108,13.37564,11.056,1,,,,,253.6362,1
31142,326.83700562,-17.54931068,0.0335341,11.54766,11.21795,12.80038,,0,9.1179,32.0,183.7236,0.079383,141.6472,2
13010,327.56384277,-17.17613983,0.0330148,11.51114,11.19238,12.5067,,0,,,,,139.394,1
15971,328.27365112,-16.89393044,0.032621,11.58619,11.27567,12.57579,,0,,,,,137.6863,1
21745,328.56704712,-16.6729908,0.0327272,11.33588,11.02354,12.35364,,0,,,,,138.1469,1
7290,325.26620483,-16.69392014,0.049905,12.80053,12.01556,14.07306,11.93023,3,11.2483,474.2827,112.9125,0.033374,213.6749,3
25344,324.64666748,-17.12206078,0.0470755,11.95565,11.25962,12.84184,,0,,,,,201.0865,1
26495,326.00769043,-15.52153015,0.0607623,12.64637,11.49905,13.41519,11.17643,1,,,,,262.5275,1
29552,329.42526245,-16.38068008,0.0362807,11.47153,11.07501,12.45507,10.66502,1,,,,,153.5966,1
22827,328.73550415,-16.37587929,0.0341307,11.38097,11.03696,12.38595,10.46747,1,,,,,144.2382,1
11876,329.79962158,-15.43385029,0.0387879,11.87148,11.41081,12.80373,10.92181,1,,,,,164.5515,1
20749,327.98175049,-15.70602036,0.064466,13.09624,11.8202,13.7963,,0,,,,,279.3941,1
27126,327.97921753,-15.62664032,0.0601106,12.58537,11.4585,13.36271,11.11033,1,,,,,259.5703,1
20825,330.18734741,-14.8835001,0.0557901,12.56061,11.58142,13.35828,11.67489,1,,,,,240.0464,1
17273,329.80831909,-14.55992985,0.0375101,11.69236,11.26435,12.64696,10.69264,1,,,,,158.9625,1
18633,330.00869751,-13.79504013,0.0409271,11.82855,11.31008,12.75419,10.45816,1,,,,,173.9344,1
20219,327.55197144,-13.38679981,0.0376843,11.91663,11.48447,13.28841,11.41058,2,11.2164,256.4369,358.9236,0.138639,159.7237,2
12652,329.38900757,-14.03969955,0.0166518,10.65567,10.58311,11.87939,,0,,,,,69.3675,1
1514,330.25836182,-13.2697401,0.0079745,10.64326,10.61986,11.89501,,0,,,,,32.9855,1
4889,330.09005737,-13.14737034,0.0171908,10.98119,10.90437,12.13405,9.78543,1,,,,,71.6448,1
5251,328.28753662,-13.34673023,0.0166736,10.93795,10.86522,12.10126,10.96189,1,,,,,69.4599,1
14869,328.42358398,-13.29436016,0.0487714,12.25146,11.50298,13.10616,10.92935,1,,,,,208.6245,1
15037,329.44775391,-12.77626038,0.0418725,11.85585,11.31093,12.77462,10.9062,1,,,,,178.0917,1
17581,329.09851074,-12.12143993,0.044697,11.98319,11.35717,12.87804,,0,,,,,190.5504,1
17250,322.63345337,-16.12126923,0.030178,11.27151,11.01211,12.31089,,0,,,,,127.1188,1
16714,322.92984009,-16.08075905,0.0613294,12.95297,11.78718,13.6852,11.88002,1,,,,,265.1033,1
23464,324.10513306,-15.04298973,0.0374257,11.53924,11.11321,12.50966,,0,,,,,158.5941,1
26729,324.20211792,-14.80994034,0.0883686,14.02388,11.87222,14.42147,11.35539,1,,,,,390.7811,1
23261,324.76281738,-14.36427021,0.0584436,12.65809,11.58918,13.43529,11.24465,1,,,,,252.0209,1
13446,325.06079102,-14.23151016,0.0598074,12.8539,11.73777,13.60444,11.56132,1,,,,,258.1957,1
4652,326.90042114,-13.18272018,0.0168521,10.99146,10.91724,12.14416,10.37031,1,,,,,70.2134,1
25345,326.4836731,-12.30564022,0.0585984,12.54234,11.46759,13.32992,11.56077,1,,,,,252.721,1
18978,328.46554565,-12.49814034,0.0598978,12.77666,11.658,13.53554,11.17282,1,,,,,258.6057,1
28165,326.58084106,-11.52688026,0.047686,12.05085,11.33654,12.92652,11.4308,1,,,,,203.7978,1
2708,325.42227173,-10.63560963,0.0174355,11.1785,11.09918,12.29792,,0,,,,,72.6788,1
29194,326.1390686,-10.02453041,0.0493819,12.09454,11.32619,12.95908,11.0125,1,,,,,211.3433,1
12773,302.82400513,-28.99617004,0.0225076,11.03382,10.89772,12.14991,10.40776,1,,,,,94.2129,1
14474,303.30178833,-28.75542068,0.0224691,10.98652,10.85089,12.11106,10.94693,1,,,,,94.0487,1
23853,303.84158325,-28.37128067,0.042321,11.77157,11.21437,12.69564,10.77114,1,,,,,180.0661,1
690,305.80767822,-27.71456909,0.0183967,11.64003,11.55213,12.69877,11.64844,1,,,,,76.7461,1
6741,305.34967041,-27.34687042,0.0233562,11.23697,11.0889,12.31709,10.81732,1,,,,,97.8329,1
25267,304.59466553,-27.45479012,0.0198363,10.66152,10.5583,11.86767,,0,,,,,82.8494,1
27414,302.5116272,-27.59988022,0.0185479,10.55149,10.46225,11.79218,10.5585,1,,,,,77.3864,1
28133,303.6149292,-24.9379406,0.0273996,11.01414,10.80389,12.10768,,0,,,,,115.1516,1
27355,307.64361572,-25.77598953,0.0400685,11.6197,11.12528,12.56893,11.22006,1,,,,,170.1646,1
23828,306.94482422,-25.93412018,0.0236628,10.8726,10.72022,12.01225,10.58507,1,,,,,99.1421,1
7489,306.334198,-25.82928085,0.0095672,10.66446,10.63229,12.18646,,0,9.6891,75.2257,123.8472,0.182521,39.6246,2
1794,308.33013916,-25.47444916,0.0193642,11.44683,11.34883,12.52122,11.44511,1,,,,,80.8465,1
8148,307.72085571,-25.36643982,0.0387467,11.94015,11.48051,12.86682,11.57535,1,,,,,164.3713,1
17647,308.37905884,-24.62388039,0.0240162,10.98781,10.83032,12.10391,10.63494,1,,,,,100.6522,1
23938,307.71206665,-24.19202042,0.0263039,10.99907,10.80791,12.10103,10.8599,1,,,,,110.4472,1
406,306.27789307,-24.80942917,0.0099187,11.25382,11.21943,12.3912,10.52604,1,,,,,41.0924,1
25471,304.18399048,-24.82517052,0.0515767,12.19146,11.35168,13.03854,,0,,,,,221.14,1
22224,304.59249878,-24.19137955,0.02724,11.07393,10.86686,12.15822,,0,,,,,114.4659,1
9045,305.19036865,-24.12825966,0.0095932,10.25722,10.22479,11.62168,,0,,,,,39.7334,1
19145,307.61474609,-23.42307091,0.0279948,11.15168,10.93081,12.2197,,0,,,,,117.7109,1
23001,307.09234619,-23.11944962,0.0419167,11.75499,11.20866,12.68248,10.68643,1,,,,,178.2863,1
29381,306.03338623,-23.46315002,0.0547544,12.39178,11.44622,13.20873,11.53961,1,,,,,235.3865,1
7329,306.58447266,-23.11718941,0.0268381,11.39522,11.19506,12.43622,11.29091,1,,,,,112.7397,1
2746,300.97015381,-26.4675808,0.0258829,11.79268,11.60802,13.23481,11.42447,1,11.0003,386.3987,96.1013,0.05334,108.6419,2
4784,301.12921143,-26.42766953,0.0344936,11.87311,11.51999,12.8265,10.825,1,,,,,145.8155,1
13847,300.85238647,-25.90914917,0.0263188,11.13111,10.93967,12.21114,11.03521,1,,,,,110.511,1
7947,302.12979126,-25.4585495,0.0270874,11.37341,11.16898,12.41576,10.54547,1,,,,,113.8103,1
8743,302.20245361,-25.00432968,0.026839,11.3375,11.13733,12.38568,11.23315,1,,,,,112.7435,1
11411,302.73184204,-24.92227936,0.0263411,11.26101,11.06926,12.32195,10.35941,1,,,,,110.6067,1
25304,303.31845093,-24.75226974,0.0369826,11.50116,11.08724,12.47791,10.90172,1,,,,,156.6589,1
29940,302.86694336,-23.90892029,0.0502019,12.09176,11.29737,12.95288,10.79387,1,,,,,214.9993,1
23376,299.12463379,-25.36751938,0.0354152,11.44459,11.06892,12.43553,,0,,,,,149.8254,1
27354,300.28286743,-23.87257004,0.028419,11.0578,10.82931,12.13855,,0,,,,,119.5363,1
1753,300.64898682,-23.29545021,0.0188719,11.38119,11.28819,12.46594,,0,,,,,78.7594,1
27996,303.7409668,-23.58974075,0.0278925,11.04961,10.83079,12.1345,10.92622,1,,,,,117.2709,1
4242,303.85095215,-23.10156059,0.0274143,11.70596,11.49542,12.96596,11.46517,1,8.9673,32.0,129.8839,0.06818,115.2151,2
7030,304.7532959,-22.15597916,0.0271799,11.80865,11.60258,13.19126,11.22504,2,10.5911,143.7569,270.6585,0.143265,114.2078,3
14997,304.49316406,-21.94922066,0.0378223,11.68457,11.2487,12.63838,11.34365,1,,,,,160.327,1
29671,305.13409424,-21.15167999,0.0523079,12.28061,11.41666,13.11731,10.97307,1,,,,,224.4116,1
17452,302.19018555,-22.55438995,0.0280812,11.18405,10.96156,12.24677,,0,,,,,118.0827,1
16984,303.33572388,-21.80825996,0.0389265,11.75082,11.28657,12.69305,11.19698,1,,,,,165.1585,1
13515,302.88943481,-21.99465942,0.028667,11.26598,11.03321,12.31399,11.12885,1,,,,,120.6038,1
13951,301.96536255,-21.73280907,0.0403467,12.11763,11.61535,13.32944,11.55935,2,9.5712,51.9626,197.8426,0.071585,171.3854,2
